,ShiftID,EmployeeID,StartTime,EndTime,Date
0,1,469,18:35:17,23:59:59,2024-03-28
1,2,288,08:35:35,09:35:35,2023-11-15
2,3,496,00:18:03,07:18:03,2024-05-02
3,4,286,18:27:27,23:59:59,2024-06-28
4,5,199,05:28:27,08:28:27,2024-01-08
5,6,131,23:56:50,23:59:59,2023-10-26
6,7,170,07:12:14,11:12:14,2023-08-16
7,8,473,10:35:48,12:35:48,2024-03-31
8,9,434,08:56:29,16:56:29,2023-10-26
9,10,48,14:25:15,20:25:15,2024-05-29
10,11,27,13:49:06,17:49:06,2024-05-27
11,12,194,15:13:43,20:13:43,2023-12-09
12,13,448,12:04:53,13:04:53,2024-07-22
13,14,97,18:09:44,20:09:44,2023-09-09
14,15,246,17:55:07,21:55:07,2024-06-12
15,16,446,14:29:38,18:29:38,2024-05-28
16,17,156,06:21:17,12:21:17,2024-02-19
17,18,109,00:22:31,01:22:31,2023-12-23
18,19,493,18:27:15,22:27:15,2024-06-05
19,20,383,18:54:43,20:54:43,2024-06-17
20,21,469,20:21:27,23:59:59,2024-04-20
21,22,357,02:10:46,06:10:46,2023-10-29
22,23,204,09:49:15,13:49:15,2023-09-05
23,24,283,11:03:55,15:03:55,2023-09-12
24,25,398,15:06:38,21:06:38,2024-03-26
25,26,195,01:45:26,06:45:26,2023-12-20
26,27,274,03:23:36,11:23:36,2023-11-12
27,28,158,12:50:05,18:50:05,2024-03-31
28,29,185,12:56:08,17:56:08,2023-10-08
29,30,239,06:03:43,14:03:43,2023-10-05
30,31,412,03:09:52,05:09:52,2024-08-03
31,32,390,20:26:46,23:59:59,2024-02-26
32,33,469,07:14:02,13:14:02,2024-06-10
33,34,190,03:44:32,07:44:32,2023-10-29
34,35,212,09:30:07,15:30:07,2023-11-30
35,36,289,21:12:26,22:12:26,2023-10-23
36,37,380,10:22:46,14:22:46,2024-06-22
37,38,9,20:24:01,23:24:01,2024-04-02
38,39,284,14:35:00,19:35:00,2024-07-06
39,40,152,08:16:18,15:16:18,2023-11-11
40,41,101,16:45:51,19:45:51,2024-02-28
41,42,118,17:51:19,23:51:19,2024-03-07
42,43,292,18:46:50,23:59:59,2023-12-31
43,44,256,04:15:50,08:15:50,2024-08-06
44,45,132,14:43:39,20:43:39,2023-09-09
45,46,495,18:44:01,23:59:59,2023-09-16
46,47,236,21:12:01,23:59:59,2024-05-22
47,48,376,09:42:58,12:42:58,2023-08-30
48,49,87,19:27:02,23:59:59,2024-08-05
49,50,369,00:20:09,03:20:09,2024-07-27
50,51,95,22:09:53,23:59:59,2023-08-11
51,52,269,11:27:49,12:27:49,2024-04-12
52,53,430,07:36:47,08:36:47,2023-11-12
53,54,484,06:18:40,08:18:40,2023-09-16
54,55,392,09:06:47,10:06:47,2024-01-20
55,56,212,14:38:30,15:38:30,2024-06-22
56,57,432,17:56:19,20:56:19,2024-02-06
57,58,35,05:31:46,09:31:46,2024-07-06
58,59,5,04:29:21,07:29:21,2023-11-24
59,60,259,23:34:03,23:59:59,2024-03-16
60,61,192,12:18:35,20:18:35,2024-05-12
61,62,317,12:36:52,13:36:52,2024-05-17
62,63,338,10:48:06,18:48:06,2023-08-07
63,64,9,10:58:20,18:58:20,2023-08-14
64,65,273,09:46:47,10:46:47,2024-06-23
65,66,7,04:00:20,11:00:20,2023-11-27
66,67,272,10:41:37,11:41:37,2024-06-23
67,68,275,19:36:03,23:59:59,2023-09-07
68,69,9,05:36:04,10:36:04,2023-09-01
69,70,413,10:25:03,17:25:03,2024-05-13
70,71,55,09:41:22,12:41:22,2024-01-27
71,72,269,09:49:45,11:49:45,2023-11-12
72,73,124,18:21:14,21:21:14,2024-01-08
73,74,318,13:52:26,17:52:26,2024-02-20
74,75,418,08:54:38,13:54:38,2023-10-19
75,76,137,03:05:31,09:05:31,2024-08-05
76,77,41,16:55:09,23:55:09,2024-01-14
77,78,492,00:06:20,06:06:20,2023-09-20
78,79,236,06:55:15,13:55:15,2023-12-08
79,80,357,15:55:16,19:55:16,2023-10-30
80,81,154,16:59:52,20:59:52,2023-09-01
81,82,335,05:58:31,07:58:31,2023-10-29
82,83,48,01:34:35,02:34:35,2024-06-16
83,84,195,00:33:17,07:33:17,2023-11-02
84,85,283,14:46:57,21:46:57,2023-10-24
85,86,29,23:17:19,23:59:59,2024-07-14
86,87,360,04:41:05,05:41:05,2024-01-26
87,88,43,05:32:26,08:32:26,2024-05-28
88,89,433,04:41:34,12:41:34,2023-09-11
89,90,331,14:14:13,21:14:13,2024-01-09
90,91,290,12:08:23,18:08:23,2024-04-29
91,92,459,16:31:39,18:31:39,2024-08-01
92,93,118,12:12:24,13:12:24,2024-01-01
93,94,462,19:18:13,23:18:13,2024-06-17
94,95,139,10:21:01,18:21:01,2023-10-15
95,96,474,20:36:55,21:36:55,2024-01-08
96,97,351,03:11:15,05:11:15,2023-11-06
97,98,461,08:51:43,13:51:43,2024-01-16
98,99,92,20:27:57,21:27:57,2024-02-24
99,100,9,09:32:11,15:32:11,2024-08-06
100,101,301,23:33:52,23:59:59,2024-07-26
101,102,386,15:25:43,18:25:43,2024-06-12
102,103,476,15:13:28,22:13:28,2024-01-31
103,104,154,07:56:08,09:56:08,2023-12-31
104,105,289,10:10:40,13:10:40,2023-12-23
105,106,291,06:00:31,10:00:31,2023-11-12
106,107,347,18:50:16,23:59:59,2024-01-20
107,108,197,02:50:33,08:50:33,2024-07-22
108,109,405,18:51:42,21:51:42,2024-02-26
109,110,257,01:35:40,03:35:40,2023-10-02
110,111,28,05:53:41,11:53:41,2024-07-26
111,112,224,10:17:08,12:17:08,2024-02-21
112,113,430,21:41:32,23:59:59,2023-08-27
113,114,175,06:46:07,08:46:07,2024-02-07
114,115,497,05:42:57,12:42:57,2023-10-03
115,116,16,19:06:04,23:59:59,2023-09-05
116,117,402,08:37:41,13:37:41,2024-03-11
117,118,252,19:50:46,23:59:59,2023-11-01
118,119,183,03:00:17,07:00:17,2024-06-27
119,120,222,22:54:24,23:59:59,2024-03-11
120,121,349,19:50:39,22:50:39,2024-01-07
121,122,44,06:53:18,13:53:18,2024-02-14
122,123,409,14:01:05,19:01:05,2023-10-20
123,124,366,22:04:54,23:59:59,2023-11-02
124,125,43,15:53:22,17:53:22,2024-04-08
125,126,79,23:35:49,23:59:59,2023-11-30
126,127,365,07:31:40,14:31:40,2023-09-02
127,128,379,13:18:55,16:18:55,2024-08-06
128,129,163,19:24:37,23:59:59,2023-09-02
129,130,55,10:23:10,16:23:10,2023-11-12
130,131,3,18:14:04,20:14:04,2024-06-24
131,132,228,20:24:50,23:59:59,2023-12-20
132,133,390,06:36:26,12:36:26,2024-06-07
133,134,53,19:08:36,23:59:59,2024-03-17
134,135,45,00:16:37,03:16:37,2024-04-02
135,136,221,07:56:49,10:56:49,2024-06-01
136,137,286,12:26:51,20:26:51,2024-04-05
137,138,53,22:11:45,23:59:59,2023-09-25
138,139,46,14:35:04,15:35:04,2023-09-15
139,140,284,18:12:53,23:59:59,2023-11-14
140,141,306,05:15:42,07:15:42,2024-04-25
141,142,443,11:20:52,17:20:52,2024-03-26
142,143,7,14:00:01,21:00:01,2024-02-01
143,144,212,15:40:23,20:40:23,2024-06-11
144,145,399,16:01:53,23:01:53,2024-01-09
145,146,372,23:15:01,23:59:59,2023-08-08
146,147,293,00:24:19,04:24:19,2024-03-27
147,148,351,19:58:20,22:58:20,2024-05-04
148,149,87,20:05:19,23:59:59,2024-01-10
149,150,138,06:17:01,09:17:01,2023-09-03
150,151,138,09:07:40,14:07:40,2024-07-02
151,152,75,15:20:41,23:20:41,2024-06-07
152,153,86,13:40:17,15:40:17,2023-09-30
153,154,142,20:23:03,23:59:59,2023-11-27
154,155,154,11:25:29,18:25:29,2024-05-24
155,156,401,10:20:01,18:20:01,2024-07-01
156,157,185,22:50:20,23:59:59,2023-11-06
157,158,484,18:27:00,23:27:00,2024-05-18
158,159,370,11:32:14,15:32:14,2024-01-02
159,160,305,01:26:32,09:26:32,2023-10-02
160,161,235,21:24:43,23:59:59,2024-06-18
161,162,70,13:19:47,15:19:47,2024-05-29
162,163,4,20:44:15,23:59:59,2023-08-16
163,164,171,16:53:16,23:53:16,2023-12-06
164,165,412,12:16:20,19:16:20,2024-05-26
165,166,226,17:54:53,23:54:53,2024-05-29
166,167,221,16:28:18,22:28:18,2024-05-21
167,168,154,09:51:43,12:51:43,2024-06-21
168,169,309,16:44:27,22:44:27,2023-10-27
169,170,246,05:43:40,09:43:40,2024-01-22
170,171,91,19:12:41,23:59:59,2024-05-24
171,172,496,11:19:13,18:19:13,2023-08-15
172,173,150,06:33:05,12:33:05,2023-12-05
173,174,496,10:08:27,18:08:27,2024-07-25
174,175,167,13:07:07,17:07:07,2024-03-28
175,176,144,10:17:59,17:17:59,2024-07-31
176,177,187,04:35:42,11:35:42,2024-07-15
177,178,478,01:42:14,03:42:14,2024-07-27
178,179,304,00:52:47,04:52:47,2024-07-24
179,180,350,05:52:25,08:52:25,2023-09-15
180,181,488,11:29:27,12:29:27,2024-04-29
181,182,483,00:05:23,08:05:23,2024-03-15
182,183,225,13:11:58,17:11:58,2023-12-25
183,184,426,21:07:42,23:59:59,2023-11-08
184,185,420,04:35:12,06:35:12,2023-08-07
185,186,345,03:52:37,10:52:37,2024-02-20
186,187,72,22:37:17,23:59:59,2024-05-04
187,188,124,10:41:57,15:41:57,2023-12-18
188,189,338,23:33:24,23:59:59,2024-04-06
189,190,367,11:03:30,14:03:30,2023-11-29
190,191,405,03:31:49,10:31:49,2024-04-26
191,192,38,08:02:37,15:02:37,2023-11-28
192,193,307,01:47:26,09:47:26,2024-01-01
193,194,299,17:01:31,23:59:59,2023-09-22
194,195,274,08:18:20,15:18:20,2024-07-16
195,196,279,20:17:12,23:59:59,2024-07-02
196,197,405,04:24:25,05:24:25,2023-11-25
197,198,360,17:57:41,23:57:41,2023-08-07
198,199,56,06:56:16,08:56:16,2024-01-11
199,200,337,23:32:34,23:59:59,2024-04-02
200,201,86,17:15:24,23:15:24,2024-01-15
201,202,289,17:01:32,18:01:32,2024-01-27
202,203,496,01:17:34,08:17:34,2024-05-24
203,204,495,08:24:58,14:24:58,2023-09-07
204,205,55,11:00:23,18:00:23,2024-03-25
205,206,51,11:57:02,12:57:02,2024-06-01
206,207,114,20:58:54,23:59:59,2024-04-09
207,208,229,02:25:15,06:25:15,2023-10-18
208,209,201,08:37:41,14:37:41,2023-11-04
209,210,396,08:52:26,16:52:26,2024-06-13
210,211,177,00:48:37,03:48:37,2024-01-05
211,212,248,23:25:01,23:59:59,2023-10-17
212,213,152,15:15:10,17:15:10,2024-02-03
213,214,472,13:50:51,20:50:51,2024-04-03
214,215,60,13:40:38,15:40:38,2024-05-07
215,216,179,10:27:40,13:27:40,2023-09-15
216,217,176,03:25:52,08:25:52,2023-10-10
217,218,402,11:24:15,19:24:15,2024-02-12
218,219,267,20:43:37,23:59:59,2023-11-06
219,220,179,04:06:35,12:06:35,2024-01-21
220,221,50,22:44:19,23:59:59,2024-04-07
221,222,370,01:42:00,09:42:00,2024-03-11
222,223,164,18:11:56,23:59:59,2024-06-28
223,224,154,11:43:33,13:43:33,2024-04-26
224,225,415,21:10:16,22:10:16,2024-06-05
225,226,12,06:36:03,08:36:03,2024-06-30
226,227,332,21:38:35,23:59:59,2024-01-27
227,228,347,12:00:06,14:00:06,2023-11-05
228,229,477,23:16:40,23:59:59,2024-05-13
229,230,265,03:10:39,07:10:39,2024-03-23
230,231,283,02:31:43,05:31:43,2023-09-04
231,232,170,18:38:02,21:38:02,2023-11-14
232,233,491,12:15:52,19:15:52,2024-02-20
233,234,119,00:36:37,08:36:37,2023-10-30
234,235,323,21:03:35,23:59:59,2024-04-21
235,236,96,23:15:17,23:59:59,2024-01-03
236,237,203,18:35:02,23:59:59,2024-01-06
237,238,378,15:38:33,16:38:33,2024-01-07
238,239,231,09:33:33,13:33:33,2024-03-07
239,240,200,19:03:25,23:59:59,2024-06-15
240,241,361,13:58:10,14:58:10,2023-12-24
241,242,106,02:28:27,06:28:27,2023-12-13
242,243,386,16:33:48,21:33:48,2024-06-14
243,244,296,06:10:24,08:10:24,2024-01-07
244,245,410,07:19:15,09:19:15,2024-02-22
245,246,188,19:03:41,22:03:41,2023-10-26
246,247,101,19:47:25,23:59:59,2024-01-13
247,248,59,17:16:31,23:59:59,2023-12-08
248,249,344,09:19:01,14:19:01,2024-01-01
249,250,271,04:54:47,12:54:47,2024-01-25
250,251,306,18:37:08,23:59:59,2024-03-21
251,252,313,07:57:00,14:57:00,2023-12-29
252,253,301,23:18:34,23:59:59,2023-08-16
253,254,179,09:00:44,11:00:44,2023-09-25
254,255,433,05:47:26,11:47:26,2023-08-25
255,256,317,02:09:45,10:09:45,2023-10-23
256,257,417,16:29:18,19:29:18,2024-05-11
257,258,471,13:37:29,18:37:29,2024-05-08
258,259,345,09:45:59,11:45:59,2023-11-07
259,260,161,07:27:47,10:27:47,2023-08-14
260,261,123,01:11:17,03:11:17,2024-08-06
261,262,60,15:54:22,20:54:22,2024-03-31
262,263,192,05:18:15,08:18:15,2024-04-01
263,264,262,17:32:10,20:32:10,2024-07-19
264,265,215,20:52:34,23:59:59,2023-08-14
265,266,295,14:48:06,17:48:06,2023-09-22
266,267,217,17:40:14,23:59:59,2024-02-29
267,268,250,18:56:44,21:56:44,2024-04-19
268,269,285,23:21:10,23:59:59,2023-10-07
269,270,251,01:27:02,04:27:02,2024-05-06
270,271,72,20:21:51,23:59:59,2024-06-01
271,272,162,02:08:49,05:08:49,2023-09-15
272,273,318,22:20:57,23:59:59,2023-11-29
273,274,444,05:48:23,06:48:23,2024-07-22
274,275,488,13:15:13,19:15:13,2024-04-24
275,276,249,17:15:54,18:15:54,2024-04-15
276,277,100,02:57:57,05:57:57,2023-09-13
277,278,494,15:34:50,22:34:50,2024-06-13
278,279,210,05:14:45,13:14:45,2023-09-20
279,280,213,01:50:28,09:50:28,2024-05-19
280,281,251,01:45:08,09:45:08,2024-01-10
281,282,43,23:15:15,23:59:59,2024-02-08
282,283,408,06:04:13,07:04:13,2024-06-12
283,284,150,09:51:45,13:51:45,2023-09-14
284,285,141,09:55:27,10:55:27,2024-03-26
285,286,276,15:49:21,19:49:21,2024-04-21
286,287,87,20:44:36,23:59:59,2024-05-01
287,288,290,10:23:23,18:23:23,2023-11-13
288,289,282,02:25:35,10:25:35,2024-02-19
289,290,294,10:01:47,12:01:47,2024-01-13
290,291,138,04:55:44,06:55:44,2023-11-13
291,292,278,06:23:25,12:23:25,2024-06-06
292,293,390,05:20:23,06:20:23,2024-06-24
293,294,280,11:30:36,19:30:36,2024-01-24
294,295,218,08:19:29,12:19:29,2023-12-23
295,296,377,07:45:37,09:45:37,2024-06-13
296,297,153,16:37:37,20:37:37,2023-10-23
297,298,231,16:39:25,17:39:25,2023-12-09
298,299,179,11:00:33,16:00:33,2024-04-19
299,300,225,15:27:30,17:27:30,2023-08-10
300,301,398,00:25:29,02:25:29,2023-09-07
301,302,108,14:57:54,18:57:54,2024-02-01
302,303,441,20:30:40,23:59:59,2024-04-15
303,304,85,23:38:43,23:59:59,2024-02-02
304,305,402,03:56:33,06:56:33,2023-09-10
305,306,417,11:36:09,15:36:09,2024-04-16
306,307,413,22:48:38,23:59:59,2024-03-06
307,308,292,13:37:26,14:37:26,2024-02-17
308,309,273,18:32:41,23:59:59,2024-05-06
309,310,306,17:22:35,22:22:35,2024-04-20
310,311,166,04:01:58,07:01:58,2023-11-07
311,312,149,05:00:22,10:00:22,2023-10-16
312,313,488,21:22:48,23:59:59,2024-02-19
313,314,70,05:30:08,07:30:08,2023-10-13
314,315,471,23:09:06,23:59:59,2024-01-31
315,316,142,12:27:06,13:27:06,2024-07-29
316,317,360,17:34:01,20:34:01,2023-11-18
317,318,128,13:27:04,16:27:04,2023-10-17
318,319,365,03:39:28,06:39:28,2023-10-11
319,320,425,10:14:07,16:14:07,2024-02-18
320,321,390,07:21:14,11:21:14,2024-07-28
321,322,251,07:35:27,14:35:27,2024-04-18
322,323,296,07:11:40,10:11:40,2024-06-19
323,324,322,05:15:10,10:15:10,2024-06-21
324,325,193,00:07:46,07:07:46,2024-01-25
325,326,39,13:48:08,21:48:08,2023-10-13
326,327,207,01:36:30,03:36:30,2024-07-16
327,328,356,01:38:38,06:38:38,2024-06-02
328,329,233,15:48:31,21:48:31,2023-09-03
329,330,168,08:35:36,16:35:36,2023-08-26
330,331,445,05:01:50,06:01:50,2024-02-28
331,332,375,05:00:19,07:00:19,2024-08-04
332,333,326,10:18:49,18:18:49,2024-05-12
333,334,436,17:50:28,23:50:28,2024-05-22
334,335,408,08:09:46,10:09:46,2024-02-14
335,336,112,18:55:33,23:59:59,2024-01-16
336,337,423,00:22:01,07:22:01,2024-08-03
337,338,254,12:05:55,16:05:55,2024-03-21
338,339,166,05:22:13,10:22:13,2024-05-03
339,340,173,08:22:39,13:22:39,2023-10-22
340,341,290,02:17:34,05:17:34,2024-04-04
341,342,404,23:22:09,23:59:59,2023-10-09
342,343,458,03:00:46,09:00:46,2023-08-07
343,344,24,09:49:44,10:49:44,2024-03-11
344,345,321,09:31:10,11:31:10,2023-10-30
345,346,9,11:23:41,19:23:41,2024-04-20
346,347,476,00:06:32,02:06:32,2024-04-14
347,348,226,03:46:42,06:46:42,2024-05-21
348,349,1,14:10:45,22:10:45,2024-04-04
349,350,104,21:09:06,23:59:59,2024-01-09
350,351,452,21:43:39,23:59:59,2024-03-31
351,352,82,02:00:23,07:00:23,2024-06-04
352,353,48,12:26:05,17:26:05,2023-10-06
353,354,129,08:31:32,14:31:32,2024-05-07
354,355,191,21:51:08,23:51:08,2023-11-20
355,356,27,08:52:25,11:52:25,2024-04-15
356,357,321,14:48:15,21:48:15,2024-07-17
357,358,372,04:53:16,09:53:16,2024-02-03
358,359,220,16:31:58,20:31:58,2023-08-21
359,360,361,22:29:26,23:59:59,2023-12-02
360,361,1,19:36:23,21:36:23,2023-09-09
361,362,245,20:25:51,23:59:59,2024-06-07
362,363,68,20:58:31,22:58:31,2024-07-19
363,364,266,16:43:36,20:43:36,2024-04-09
364,365,5,19:35:27,23:59:59,2023-08-21
365,366,357,15:55:26,16:55:26,2024-01-26
366,367,419,07:54:16,13:54:16,2024-07-07
367,368,441,03:09:15,05:09:15,2024-03-08
368,369,356,14:13:25,21:13:25,2024-02-02
369,370,245,23:16:17,23:59:59,2023-12-12
370,371,118,06:10:32,08:10:32,2024-04-08
371,372,46,12:26:44,19:26:44,2023-12-05
372,373,53,10:17:10,12:17:10,2023-11-20
373,374,189,05:55:55,11:55:55,2024-05-30
374,375,71,05:27:16,10:27:16,2024-01-20
375,376,397,19:30:32,23:59:59,2023-12-03
376,377,329,06:50:08,09:50:08,2024-01-01
377,378,36,07:51:06,10:51:06,2024-08-02
378,379,313,03:34:13,04:34:13,2024-02-21
379,380,226,17:58:38,20:58:38,2023-10-14
380,381,370,03:38:46,09:38:46,2024-05-09
381,382,322,10:33:37,14:33:37,2024-05-11
382,383,471,00:31:58,03:31:58,2024-02-24
383,384,316,18:46:12,23:59:59,2024-01-14
384,385,441,21:13:01,23:59:59,2023-09-20
385,386,45,03:58:58,07:58:58,2024-03-16
386,387,72,01:15:24,03:15:24,2023-10-03
387,388,302,19:33:59,21:33:59,2024-02-25
388,389,180,00:19:46,07:19:46,2024-08-04
389,390,162,13:22:09,20:22:09,2024-01-22
390,391,127,19:18:00,22:18:00,2024-06-06
391,392,331,03:06:53,08:06:53,2024-04-25
392,393,128,09:35:30,11:35:30,2023-11-15
393,394,399,13:54:25,18:54:25,2024-07-30
394,395,435,15:01:34,16:01:34,2024-02-24
395,396,106,13:02:52,18:02:52,2024-07-09
396,397,383,18:31:06,22:31:06,2024-06-23
397,398,152,14:52:54,21:52:54,2023-11-16
398,399,402,03:44:47,04:44:47,2024-01-05
399,400,254,17:26:21,21:26:21,2024-02-08
400,401,58,22:05:29,23:59:59,2023-11-18
401,402,256,12:15:41,16:15:41,2024-03-08
402,403,271,08:23:09,10:23:09,2024-02-02
403,404,185,14:24:03,15:24:03,2024-02-20
404,405,68,07:12:20,13:12:20,2024-02-25
405,406,441,00:18:39,07:18:39,2024-01-20
406,407,188,19:02:25,23:59:59,2023-10-15
407,408,391,19:06:10,22:06:10,2024-03-03
408,409,489,10:21:59,18:21:59,2024-05-16
409,410,9,22:29:34,23:59:59,2024-05-05
410,411,8,08:05:42,10:05:42,2024-05-29
411,412,111,16:14:35,21:14:35,2024-04-05
412,413,473,01:01:17,02:01:17,2024-07-30
413,414,486,21:23:48,22:23:48,2023-08-20
414,415,260,21:53:51,23:59:59,2024-03-10
415,416,322,18:18:43,23:18:43,2024-06-21
416,417,217,05:49:45,12:49:45,2024-02-15
417,418,43,22:59:34,23:59:59,2024-04-27
418,419,143,07:59:59,10:59:59,2024-04-02
419,420,159,05:56:20,07:56:20,2024-01-25
420,421,262,04:37:45,06:37:45,2023-12-08
421,422,499,05:52:50,09:52:50,2024-03-31
422,423,275,08:18:52,11:18:52,2024-06-13
423,424,201,23:36:32,23:59:59,2023-12-24
424,425,159,07:05:23,09:05:23,2024-04-26
425,426,374,21:56:30,23:59:59,2024-06-21
426,427,30,20:47:10,23:59:59,2023-09-01
427,428,45,01:37:31,05:37:31,2024-07-09
428,429,60,10:23:41,17:23:41,2024-05-06
429,430,314,10:52:48,18:52:48,2023-09-12
430,431,159,00:22:27,01:22:27,2024-06-21
431,432,62,10:40:41,13:40:41,2024-04-17
432,433,363,00:17:37,01:17:37,2023-08-23
433,434,360,05:33:06,08:33:06,2023-11-22
434,435,84,17:33:40,18:33:40,2023-09-29
435,436,488,17:47:15,23:59:59,2024-03-01
436,437,268,19:38:39,23:59:59,2023-10-08
437,438,86,12:18:15,17:18:15,2024-06-20
438,439,65,00:03:17,06:03:17,2023-11-03
439,440,376,10:28:33,15:28:33,2023-09-28
440,441,395,19:51:44,21:51:44,2023-11-07
441,442,172,07:34:17,08:34:17,2023-08-10
442,443,140,04:30:44,11:30:44,2024-07-01
443,444,135,03:39:34,05:39:34,2023-10-03
444,445,255,14:10:24,16:10:24,2023-12-11
445,446,262,17:44:09,23:59:59,2024-03-27
446,447,29,09:21:22,15:21:22,2023-11-06
447,448,440,16:58:07,23:59:59,2023-10-18
448,449,189,10:49:46,13:49:46,2024-01-30
449,450,131,03:07:13,06:07:13,2024-03-03
450,451,458,14:38:31,16:38:31,2024-08-04
451,452,117,16:23:26,18:23:26,2024-07-29
452,453,23,23:36:05,23:59:59,2023-11-15
453,454,126,11:37:53,12:37:53,2024-04-14
454,455,242,04:50:05,05:50:05,2023-08-24
455,456,197,00:39:25,06:39:25,2024-02-04
456,457,92,04:31:56,07:31:56,2023-11-19
457,458,284,03:01:07,04:01:07,2024-03-16
458,459,115,01:27:12,08:27:12,2024-03-27
459,460,128,01:01:36,07:01:36,2024-04-11
460,461,469,10:55:09,17:55:09,2024-04-04
461,462,139,00:56:04,06:56:04,2024-03-23
462,463,293,20:43:22,22:43:22,2024-03-30
463,464,62,02:14:15,08:14:15,2024-01-15
464,465,92,11:25:19,12:25:19,2024-05-01
465,466,412,13:30:56,17:30:56,2023-11-23
466,467,489,14:00:30,15:00:30,2023-10-10
467,468,36,20:02:06,23:59:59,2024-02-20
468,469,444,02:57:55,10:57:55,2024-02-17
469,470,397,14:24:40,19:24:40,2024-06-05
470,471,168,04:51:48,09:51:48,2024-06-03
471,472,284,04:27:45,06:27:45,2024-05-28
472,473,5,18:15:06,23:59:59,2023-12-08
473,474,103,00:47:17,06:47:17,2024-07-24
474,475,289,06:26:56,11:26:56,2024-07-25
475,476,379,09:37:41,14:37:41,2024-04-28
476,477,238,09:49:35,13:49:35,2024-07-26
477,478,303,02:19:30,08:19:30,2023-12-18
478,479,396,12:57:48,20:57:48,2023-08-12
479,480,376,19:31:17,23:31:17,2024-01-20
480,481,78,12:45:44,16:45:44,2024-04-09
481,482,478,16:16:16,17:16:16,2024-06-03
482,483,13,23:16:59,23:59:59,2023-09-15
483,484,278,18:22:50,22:22:50,2023-08-16
484,485,326,09:36:30,15:36:30,2024-02-28
485,486,487,16:47:24,17:47:24,2023-10-27
486,487,1,08:57:03,14:57:03,2024-06-03
487,488,435,09:35:32,16:35:32,2023-11-25
488,489,54,17:26:48,22:26:48,2023-09-27
489,490,272,02:49:29,06:49:29,2023-11-26
490,491,215,01:56:32,05:56:32,2023-09-11
491,492,493,17:53:49,23:59:59,2023-09-25
492,493,498,23:57:33,23:59:59,2024-04-08
493,494,365,09:27:03,12:27:03,2024-07-18
494,495,48,13:23:03,18:23:03,2024-05-04
495,496,472,17:29:58,18:29:58,2024-01-05
496,497,460,19:27:20,23:27:20,2024-02-02
497,498,359,10:35:29,17:35:29,2024-07-20
498,499,235,02:57:33,08:57:33,2023-12-20
499,500,298,17:32:20,19:32:20,2024-07-19
500,501,259,02:39:34,04:39:34,2023-09-12
501,502,327,12:40:05,15:40:05,2024-02-22
