,ShiftID,EmployeeID,StartTime,EndTime,Date
502,503,39,20:38:59,23:59:59,2023-12-16
503,504,223,03:47:40,04:47:40,2023-10-15
504,505,122,03:44:47,06:44:47,2024-06-12
505,506,134,03:04:03,08:04:03,2024-04-05
506,507,475,22:03:15,23:59:59,2024-03-12
507,508,359,08:22:00,15:22:00,2024-05-20
508,509,163,00:58:10,06:58:10,2023-09-22
509,510,140,01:48:19,09:48:19,2023-09-01
510,511,39,14:07:22,18:07:22,2023-10-21
511,512,70,06:23:34,10:23:34,2024-06-20
512,513,80,18:01:29,20:01:29,2023-09-30
513,514,85,16:18:02,18:18:02,2023-08-08
514,515,239,08:31:30,16:31:30,2023-09-28
515,516,209,21:23:50,23:59:59,2023-11-06
516,517,275,02:50:02,04:50:02,2024-04-04
517,518,494,04:34:59,10:34:59,2023-08-12
518,519,232,18:43:40,22:43:40,2023-11-02
519,520,238,23:05:36,23:59:59,2023-10-09
520,521,437,09:48:17,14:48:17,2024-05-04
521,522,47,11:42:44,13:42:44,2024-05-05
522,523,414,04:43:54,07:43:54,2024-05-17
523,524,424,18:04:36,23:04:36,2023-09-15
524,525,111,19:16:15,20:16:15,2024-07-18
525,526,76,16:20:32,22:20:32,2024-05-19
526,527,365,11:13:25,13:13:25,2024-02-13
527,528,496,00:06:43,04:06:43,2024-07-24
528,529,203,05:05:46,11:05:46,2024-01-29
529,530,347,03:18:51,04:18:51,2024-04-14
530,531,134,13:57:06,18:57:06,2024-07-04
531,532,16,21:52:03,23:59:59,2023-09-05
532,533,438,11:30:15,18:30:15,2023-08-31
533,534,285,13:03:13,21:03:13,2024-03-25
534,535,49,06:22:24,10:22:24,2023-12-04
535,536,53,04:11:42,12:11:42,2024-02-17
536,537,63,20:33:34,23:33:34,2024-03-15
537,538,32,17:38:01,18:38:01,2024-04-19
538,539,67,23:06:53,23:59:59,2024-04-01
539,540,422,01:49:44,05:49:44,2024-04-26
540,541,191,17:03:06,23:59:59,2024-01-19
541,542,299,20:34:02,22:34:02,2023-12-09
542,543,470,05:45:30,10:45:30,2024-01-06
543,544,12,20:20:42,22:20:42,2024-01-10
544,545,102,23:40:46,23:59:59,2023-12-21
545,546,415,19:11:03,23:59:59,2024-07-09
546,547,48,05:34:11,08:34:11,2024-06-06
547,548,63,08:47:07,14:47:07,2023-09-11
548,549,483,08:50:22,09:50:22,2024-05-30
549,550,26,09:09:18,17:09:18,2024-03-08
550,551,474,14:02:50,17:02:50,2023-12-05
551,552,421,11:41:56,18:41:56,2023-12-14
552,553,255,20:12:06,23:59:59,2024-05-07
553,554,196,04:38:57,05:38:57,2024-04-26
554,555,89,16:03:42,23:03:42,2024-03-13
555,556,110,12:32:30,18:32:30,2024-03-05
556,557,141,23:32:47,23:59:59,2024-04-03
557,558,229,18:37:01,23:37:01,2023-09-15
558,559,18,04:29:44,07:29:44,2023-12-19
559,560,332,22:22:29,23:59:59,2024-03-04
560,561,256,19:10:45,23:59:59,2024-06-11
561,562,452,02:59:08,09:59:08,2024-06-01
562,563,32,13:32:47,21:32:47,2024-03-29
563,564,144,10:33:09,12:33:09,2024-07-12
564,565,71,22:18:42,23:59:59,2023-11-12
565,566,103,21:31:03,23:59:59,2024-04-20
566,567,323,18:20:18,22:20:18,2023-12-09
567,568,196,19:15:24,20:15:24,2024-06-20
568,569,246,07:42:35,13:42:35,2023-12-31
569,570,177,09:01:39,17:01:39,2024-03-25
570,571,199,06:23:16,12:23:16,2024-05-06
571,572,93,06:49:29,11:49:29,2024-01-07
572,573,164,08:32:51,09:32:51,2023-12-20
573,574,16,04:16:46,08:16:46,2024-05-17
574,575,30,03:30:41,08:30:41,2023-09-07
575,576,272,04:14:33,12:14:33,2023-10-03
576,577,393,09:12:59,15:12:59,2024-04-09
577,578,499,06:15:04,10:15:04,2024-04-05
578,579,52,14:27:57,17:27:57,2024-01-15
579,580,337,19:03:55,23:03:55,2024-05-09
580,581,137,14:45:09,18:45:09,2024-01-11
581,582,392,15:00:44,16:00:44,2024-04-11
582,583,295,17:33:00,21:33:00,2024-04-07
583,584,182,23:29:13,23:59:59,2023-12-29
584,585,91,00:37:08,03:37:08,2023-08-09
585,586,304,18:59:47,22:59:47,2023-10-23
586,587,413,13:08:32,19:08:32,2023-11-08
587,588,468,06:07:29,12:07:29,2023-08-09
588,589,361,05:59:03,06:59:03,2023-10-10
589,590,486,10:22:32,16:22:32,2024-04-20
590,591,289,13:37:04,16:37:04,2024-06-07
591,592,429,15:36:41,19:36:41,2023-09-02
592,593,278,18:01:46,23:59:59,2023-08-22
593,594,90,13:02:47,18:02:47,2024-07-09
594,595,20,23:11:34,23:59:59,2024-03-04
595,596,29,19:41:26,21:41:26,2024-04-22
596,597,309,22:19:00,23:59:59,2023-09-18
597,598,11,06:54:20,10:54:20,2023-12-03
598,599,1,14:15:56,22:15:56,2024-03-20
599,600,470,12:30:51,18:30:51,2024-07-08
600,601,413,07:33:11,11:33:11,2024-06-11
601,602,175,01:42:26,04:42:26,2024-03-09
602,603,471,14:52:25,17:52:25,2023-12-29
603,604,31,04:30:46,10:30:46,2023-12-09
604,605,76,06:17:48,07:17:48,2023-10-07
605,606,397,16:02:40,19:02:40,2023-09-17
606,607,434,09:09:34,11:09:34,2024-07-03
607,608,492,19:14:02,23:59:59,2024-04-29
608,609,192,18:26:06,20:26:06,2024-05-31
609,610,301,01:45:41,08:45:41,2023-09-29
610,611,173,12:26:18,14:26:18,2024-03-14
611,612,166,17:15:33,22:15:33,2024-04-02
612,613,500,21:06:59,23:59:59,2024-05-15
613,614,375,18:35:45,21:35:45,2024-05-09
614,615,406,20:30:55,23:59:59,2024-01-18
615,616,333,08:58:19,16:58:19,2024-02-29
616,617,90,03:47:09,09:47:09,2024-03-22
617,618,115,10:52:22,16:52:22,2024-03-23
618,619,194,16:34:22,19:34:22,2023-08-31
619,620,376,15:39:29,20:39:29,2023-11-25
620,621,66,12:22:28,17:22:28,2023-08-27
621,622,374,05:56:23,08:56:23,2023-11-28
622,623,486,00:39:57,01:39:57,2023-08-27
623,624,436,05:17:52,12:17:52,2023-09-04
624,625,94,17:51:13,18:51:13,2024-06-15
625,626,472,13:57:17,19:57:17,2024-02-08
626,627,328,17:57:10,21:57:10,2024-02-25
627,628,480,18:28:36,20:28:36,2024-06-29
628,629,73,04:53:37,12:53:37,2024-05-29
629,630,382,04:26:07,10:26:07,2023-12-02
630,631,122,21:50:36,23:50:36,2023-10-01
631,632,164,17:56:56,23:56:56,2023-09-13
632,633,326,04:00:39,07:00:39,2023-12-10
633,634,421,05:44:10,07:44:10,2024-02-07
634,635,229,22:49:30,23:59:59,2023-11-05
635,636,136,20:25:21,21:25:21,2024-01-14
636,637,128,13:31:47,17:31:47,2023-10-04
637,638,180,20:14:15,22:14:15,2023-11-18
638,639,403,06:42:39,11:42:39,2023-12-08
639,640,369,19:45:07,21:45:07,2024-05-21
640,641,25,16:12:43,17:12:43,2023-08-31
641,642,225,13:44:58,20:44:58,2024-04-11
642,643,497,11:08:35,18:08:35,2024-04-27
643,644,453,07:02:13,10:02:13,2024-07-03
644,645,253,05:24:07,12:24:07,2023-12-07
645,646,180,06:23:39,13:23:39,2023-09-27
646,647,52,08:49:13,15:49:13,2024-07-26
647,648,404,13:13:08,21:13:08,2023-12-28
648,649,84,19:20:50,23:20:50,2024-07-15
649,650,38,15:21:55,23:21:55,2023-12-22
650,651,151,17:31:09,18:31:09,2024-05-30
651,652,164,22:34:42,23:34:42,2024-06-05
652,653,488,13:07:46,18:07:46,2024-04-13
653,654,38,17:44:56,19:44:56,2024-03-30
654,655,88,01:38:05,07:38:05,2023-12-17
655,656,83,12:22:57,19:22:57,2023-10-11
656,657,281,09:49:58,11:49:58,2024-07-18
657,658,174,09:12:09,11:12:09,2023-10-28
658,659,361,22:18:33,23:59:59,2023-09-04
659,660,221,02:13:37,03:13:37,2023-09-13
660,661,311,17:51:30,20:51:30,2024-06-07
661,662,81,21:21:49,23:59:59,2023-08-20
662,663,52,10:22:51,11:22:51,2024-05-13
663,664,106,14:22:30,20:22:30,2023-12-22
664,665,210,13:00:12,17:00:12,2024-06-06
665,666,339,05:57:43,10:57:43,2024-05-29
666,667,153,12:10:21,17:10:21,2024-01-14
667,668,50,22:08:26,23:59:59,2024-04-10
668,669,202,03:31:48,04:31:48,2024-01-16
669,670,79,16:50:06,23:59:59,2024-05-06
670,671,185,12:47:21,13:47:21,2024-02-18
671,672,219,07:08:04,08:08:04,2024-05-28
672,673,151,15:09:55,17:09:55,2024-06-07
673,674,103,02:14:06,10:14:06,2024-07-18
674,675,14,04:55:02,06:55:02,2024-01-22
675,676,88,19:33:02,23:33:02,2023-12-24
676,677,42,18:32:39,23:32:39,2024-07-25
677,678,433,23:58:40,23:59:59,2024-05-26
678,679,158,15:35:13,17:35:13,2023-11-06
679,680,242,20:58:26,23:59:59,2024-06-21
680,681,459,02:57:06,10:57:06,2023-09-13
681,682,47,20:10:57,23:59:59,2024-06-13
682,683,95,02:43:25,09:43:25,2024-05-12
683,684,454,11:39:49,17:39:49,2024-07-03
684,685,190,18:04:02,23:59:59,2024-01-14
685,686,229,13:48:24,16:48:24,2023-10-27
686,687,135,20:49:24,21:49:24,2023-12-12
687,688,239,05:27:09,13:27:09,2023-08-26
688,689,116,05:21:38,10:21:38,2023-11-01
689,690,289,03:03:21,08:03:21,2023-12-22
690,691,78,04:33:39,05:33:39,2024-07-12
691,692,44,00:43:13,02:43:13,2024-03-31
692,693,414,01:32:08,07:32:08,2023-09-26
693,694,498,08:19:17,15:19:17,2024-06-05
694,695,284,02:02:52,06:02:52,2023-09-26
695,696,431,17:18:57,18:18:57,2024-01-18
696,697,420,17:42:09,23:59:59,2023-09-04
697,698,495,11:23:02,18:23:02,2024-06-07
698,699,294,00:44:39,08:44:39,2024-04-29
699,700,244,10:29:34,14:29:34,2023-09-16
700,701,41,05:43:36,10:43:36,2023-11-25
701,702,463,06:06:18,13:06:18,2024-01-07
702,703,258,18:32:32,19:32:32,2024-01-21
703,704,62,09:49:22,12:49:22,2024-07-03
704,705,89,19:54:27,23:59:59,2023-08-13
705,706,498,06:24:22,09:24:22,2023-11-03
706,707,414,18:42:06,22:42:06,2024-01-11
707,708,65,08:35:33,12:35:33,2023-11-03
708,709,217,08:20:51,09:20:51,2024-04-06
709,710,350,16:31:00,18:31:00,2024-07-28
710,711,104,07:58:36,14:58:36,2024-02-15
711,712,428,02:53:27,05:53:27,2024-08-02
712,713,164,14:56:02,19:56:02,2023-12-27
713,714,45,06:45:27,08:45:27,2024-03-26
714,715,285,21:49:05,23:59:59,2023-11-07
715,716,283,04:33:00,11:33:00,2024-05-21
716,717,439,22:51:17,23:59:59,2024-05-01
717,718,267,09:26:52,14:26:52,2024-05-15
718,719,470,03:50:30,11:50:30,2023-12-06
719,720,403,07:40:49,08:40:49,2024-02-22
720,721,58,23:22:37,23:59:59,2023-10-10
721,722,77,17:33:05,23:59:59,2024-01-24
722,723,291,05:05:33,08:05:33,2024-03-25
723,724,474,02:24:18,04:24:18,2023-08-30
724,725,289,22:47:10,23:59:59,2024-01-21
725,726,403,21:46:40,23:46:40,2023-08-23
726,727,445,15:48:03,20:48:03,2023-08-22
727,728,450,11:33:28,17:33:28,2024-02-11
728,729,136,16:25:56,23:25:56,2024-02-21
729,730,336,01:28:11,08:28:11,2024-05-08
730,731,293,20:32:08,23:59:59,2023-12-15
731,732,20,09:00:17,17:00:17,2024-06-18
732,733,142,04:27:46,07:27:46,2023-09-21
733,734,74,08:10:04,15:10:04,2024-06-27
734,735,20,15:00:01,22:00:01,2024-06-29
735,736,456,11:36:33,18:36:33,2024-07-28
736,737,354,23:16:46,23:59:59,2024-02-05
737,738,26,19:35:39,23:35:39,2024-02-13
738,739,472,23:51:22,23:59:59,2024-04-29
739,740,460,11:01:46,16:01:46,2024-03-14
740,741,11,17:27:02,23:27:02,2024-02-22
741,742,419,07:35:15,13:35:15,2023-09-05
742,743,160,17:19:54,22:19:54,2023-11-27
743,744,432,13:35:37,18:35:37,2024-01-09
744,745,440,15:55:38,23:55:38,2023-12-13
745,746,498,21:05:58,23:05:58,2024-06-20
746,747,69,07:02:02,11:02:02,2024-08-06
747,748,499,11:44:29,16:44:29,2024-07-30
748,749,397,12:44:10,20:44:10,2023-09-03
749,750,138,18:39:09,23:59:59,2023-12-17
750,751,310,21:47:49,23:59:59,2024-04-11
751,752,97,11:05:58,13:05:58,2023-09-28
752,753,109,23:23:54,23:59:59,2024-05-18
753,754,380,11:10:42,18:10:42,2023-08-31
754,755,389,00:51:50,08:51:50,2023-12-19
755,756,421,01:02:57,07:02:57,2024-03-01
756,757,264,19:39:47,20:39:47,2024-04-11
757,758,34,17:40:36,20:40:36,2023-12-21
758,759,364,16:49:50,21:49:50,2024-03-04
759,760,70,19:12:59,23:59:59,2023-12-30
760,761,89,10:30:19,11:30:19,2023-11-06
761,762,449,03:14:04,07:14:04,2024-05-02
762,763,429,02:27:30,06:27:30,2023-12-26
763,764,128,19:16:18,20:16:18,2023-11-10
764,765,234,21:54:10,22:54:10,2024-01-17
765,766,471,18:57:29,19:57:29,2023-11-19
766,767,361,16:25:53,22:25:53,2024-02-02
767,768,141,19:35:45,23:35:45,2024-06-14
768,769,422,14:03:41,20:03:41,2024-06-30
769,770,259,07:21:44,15:21:44,2023-09-08
770,771,326,08:20:24,15:20:24,2024-06-11
771,772,349,00:59:14,02:59:14,2023-12-12
772,773,124,07:03:07,08:03:07,2024-02-21
773,774,251,04:22:55,10:22:55,2024-06-13
774,775,91,06:28:11,14:28:11,2024-07-11
775,776,301,19:27:57,23:59:59,2024-05-23
776,777,177,00:44:51,06:44:51,2023-09-20
777,778,429,22:28:35,23:59:59,2023-09-26
778,779,384,12:25:26,17:25:26,2023-08-16
779,780,146,22:39:57,23:59:59,2023-12-20
780,781,198,17:16:17,18:16:17,2024-02-24
781,782,84,23:59:18,23:59:59,2023-09-07
782,783,439,23:41:19,23:59:59,2024-08-06
783,784,332,23:42:34,23:59:59,2024-02-15
784,785,347,18:23:27,22:23:27,2024-06-03
785,786,138,18:34:10,22:34:10,2024-07-27
786,787,263,00:08:57,07:08:57,2024-01-18
787,788,443,15:12:06,16:12:06,2023-12-11
788,789,243,00:39:01,01:39:01,2024-05-18
789,790,332,15:16:25,18:16:25,2023-10-12
790,791,308,18:56:36,21:56:36,2024-01-12
791,792,115,01:42:02,02:42:02,2023-08-27
792,793,312,15:46:49,20:46:49,2023-10-02
793,794,365,18:51:36,23:51:36,2023-12-03
794,795,217,21:15:48,23:59:59,2023-12-11
795,796,437,22:46:50,23:59:59,2024-06-29
796,797,236,13:30:58,19:30:58,2023-11-06
797,798,112,04:42:33,09:42:33,2024-02-24
798,799,155,19:59:13,23:59:59,2023-11-25
799,800,300,00:06:52,07:06:52,2024-02-06
800,801,4,00:05:37,02:05:37,2024-07-16
801,802,288,03:32:36,09:32:36,2024-04-04
802,803,153,01:42:31,06:42:31,2024-03-15
803,804,247,04:37:17,06:37:17,2024-02-29
804,805,173,14:49:13,16:49:13,2023-08-17
805,806,328,04:52:35,09:52:35,2024-03-28
806,807,442,00:05:41,06:05:41,2024-04-01
807,808,134,00:26:46,05:26:46,2024-01-06
808,809,97,03:44:54,08:44:54,2024-02-05
809,810,265,21:37:53,23:59:59,2023-11-21
810,811,461,09:55:57,13:55:57,2024-01-30
811,812,413,13:05:34,14:05:34,2024-04-13
812,813,339,19:26:00,23:59:59,2023-09-02
813,814,349,03:07:31,09:07:31,2024-01-14
814,815,370,06:17:37,09:17:37,2023-10-20
815,816,336,21:08:14,22:08:14,2023-11-29
816,817,152,23:13:03,23:59:59,2024-05-01
817,818,465,18:59:05,23:59:05,2024-07-28
818,819,208,16:10:13,23:10:13,2023-12-20
819,820,378,13:59:30,20:59:30,2023-12-01
820,821,299,02:20:47,03:20:47,2023-11-12
821,822,176,12:34:49,16:34:49,2023-09-11
822,823,352,02:29:25,06:29:25,2023-12-25
823,824,465,07:25:14,15:25:14,2023-11-05
824,825,260,20:33:16,23:59:59,2023-10-04
825,826,433,06:52:20,11:52:20,2024-03-05
826,827,431,14:40:11,17:40:11,2024-05-12
827,828,151,11:11:11,14:11:11,2024-02-11
828,829,242,04:35:05,06:35:05,2023-11-27
829,830,380,18:37:40,21:37:40,2024-07-17
830,831,372,11:54:44,16:54:44,2024-07-25
831,832,485,21:31:42,23:59:59,2023-12-14
832,833,336,23:13:25,23:59:59,2024-02-04
833,834,114,15:09:42,17:09:42,2024-04-02
834,835,115,15:37:29,21:37:29,2024-02-19
835,836,216,06:51:55,11:51:55,2024-01-11
836,837,191,03:18:34,09:18:34,2024-04-29
837,838,300,13:25:25,18:25:25,2023-12-18
838,839,238,21:27:29,23:59:59,2024-03-02
839,840,241,09:35:28,11:35:28,2024-02-25
840,841,444,01:16:52,02:16:52,2024-02-07
841,842,242,20:14:28,22:14:28,2023-11-17
842,843,257,09:02:52,13:02:52,2024-04-12
843,844,445,09:15:32,11:15:32,2024-07-28
844,845,272,04:12:02,11:12:02,2024-05-23
845,846,212,19:38:13,23:59:59,2024-07-15
846,847,446,03:00:32,04:00:32,2023-10-18
847,848,71,10:58:58,13:58:58,2024-02-06
848,849,176,15:09:04,19:09:04,2023-09-26
849,850,292,10:46:42,17:46:42,2024-01-27
850,851,74,10:07:43,18:07:43,2024-03-15
851,852,442,01:12:27,07:12:27,2023-12-05
852,853,399,06:09:02,09:09:02,2023-10-05
853,854,250,10:49:48,12:49:48,2024-05-03
854,855,324,01:53:52,07:53:52,2023-12-08
855,856,161,23:21:44,23:59:59,2024-02-17
856,857,3,23:46:06,23:59:59,2023-11-24
857,858,141,07:36:52,15:36:52,2023-12-19
858,859,390,10:07:56,14:07:56,2024-07-30
859,860,296,16:57:04,19:57:04,2024-05-24
860,861,251,09:47:52,12:47:52,2024-04-14
861,862,67,17:04:44,19:04:44,2024-01-27
862,863,325,12:49:28,19:49:28,2024-05-19
863,864,207,10:48:28,17:48:28,2024-03-05
864,865,495,10:04:40,17:04:40,2024-03-07
865,866,197,00:28:43,08:28:43,2024-03-24
866,867,20,00:03:30,01:03:30,2024-06-09
867,868,375,14:12:14,18:12:14,2024-04-12
868,869,487,13:55:59,19:55:59,2024-07-19
869,870,457,18:45:04,19:45:04,2023-08-13
870,871,388,05:35:39,11:35:39,2023-10-01
871,872,10,19:24:06,23:24:06,2024-01-04
872,873,321,01:56:17,02:56:17,2024-07-08
873,874,116,00:55:16,04:55:16,2024-05-02
874,875,160,21:23:39,23:59:59,2023-09-26
875,876,53,09:25:03,12:25:03,2023-12-03
876,877,258,23:31:24,23:59:59,2024-02-15
877,878,86,22:41:55,23:59:59,2023-10-09
878,879,422,07:59:48,09:59:48,2023-12-10
879,880,153,23:12:02,23:59:59,2024-05-15
880,881,234,07:58:09,12:58:09,2024-03-29
881,882,223,05:01:11,11:01:11,2024-03-17
882,883,176,14:06:24,17:06:24,2023-11-05
883,884,184,04:10:23,12:10:23,2023-10-28
884,885,85,10:28:25,14:28:25,2023-11-23
885,886,10,03:48:21,10:48:21,2023-10-21
886,887,115,23:20:47,23:59:59,2023-12-01
887,888,109,07:01:18,10:01:18,2024-07-13
888,889,302,11:05:41,12:05:41,2023-11-15
889,890,64,00:19:44,03:19:44,2024-04-10
890,891,365,09:52:32,15:52:32,2024-07-30
891,892,193,23:19:07,23:59:59,2024-07-21
892,893,395,00:57:02,05:57:02,2023-11-21
893,894,305,07:40:55,08:40:55,2024-04-24
894,895,339,02:36:22,03:36:22,2024-01-15
895,896,335,17:18:34,19:18:34,2024-01-29
896,897,25,17:41:54,18:41:54,2024-02-20
897,898,214,13:15:19,15:15:19,2024-04-17
898,899,195,19:25:08,23:59:59,2024-03-19
899,900,281,02:20:27,04:20:27,2023-11-03
900,901,243,03:30:57,08:30:57,2024-02-17
901,902,106,05:19:04,08:19:04,2023-08-26
902,903,155,02:33:48,03:33:48,2024-04-25
903,904,339,07:55:53,14:55:53,2024-05-15
904,905,340,11:28:53,13:28:53,2024-02-24
905,906,319,18:50:29,23:50:29,2024-01-02
906,907,215,11:16:35,14:16:35,2024-06-23
907,908,262,18:14:49,20:14:49,2023-10-19
908,909,145,18:07:36,20:07:36,2023-12-02
909,910,402,01:28:39,03:28:39,2024-07-04
910,911,255,05:18:40,07:18:40,2024-03-04
911,912,312,10:28:23,14:28:23,2024-04-27
912,913,399,05:05:12,09:05:12,2024-07-06
913,914,426,15:34:24,20:34:24,2024-06-24
914,915,184,23:59:57,23:59:59,2024-07-08
915,916,152,03:27:50,10:27:50,2023-12-30
916,917,21,05:02:06,08:02:06,2024-07-14
917,918,467,08:43:55,16:43:55,2024-07-10
918,919,353,12:33:36,16:33:36,2023-08-10
919,920,170,06:11:57,14:11:57,2023-09-15
920,921,2,00:26:18,04:26:18,2023-11-19
921,922,344,19:11:21,20:11:21,2024-02-21
922,923,465,04:11:24,06:11:24,2024-07-15
923,924,428,02:56:00,04:56:00,2024-01-25
924,925,77,12:37:04,20:37:04,2023-09-17
925,926,400,11:30:20,13:30:20,2024-01-21
926,927,371,22:18:25,23:59:59,2023-10-14
927,928,464,22:05:58,23:59:59,2024-05-22
928,929,330,18:57:31,23:57:31,2024-05-10
929,930,234,04:28:31,08:28:31,2024-06-15
930,931,136,22:24:17,23:59:59,2024-06-04
931,932,26,13:38:47,21:38:47,2023-09-07
932,933,417,03:19:18,05:19:18,2023-10-13
933,934,448,15:42:21,18:42:21,2023-12-03
934,935,437,20:37:20,21:37:20,2023-11-10
935,936,185,17:52:48,22:52:48,2024-05-08
936,937,219,00:19:05,06:19:05,2023-11-25
937,938,49,00:22:48,02:22:48,2023-08-11
938,939,5,21:48:00,22:48:00,2024-04-16
939,940,340,10:55:20,13:55:20,2023-09-19
940,941,169,11:09:14,14:09:14,2024-01-02
941,942,458,14:47:47,20:47:47,2024-06-29
942,943,490,13:14:43,21:14:43,2023-11-28
943,944,450,18:11:42,23:11:42,2024-07-07
944,945,191,22:48:37,23:59:59,2024-03-18
945,946,94,21:18:39,23:59:59,2023-09-24
946,947,206,21:20:10,23:20:10,2024-05-06
947,948,493,01:18:56,08:18:56,2024-01-06
948,949,140,09:26:19,17:26:19,2024-01-26
949,950,354,15:39:06,22:39:06,2024-04-06
950,951,410,07:39:00,15:39:00,2023-11-05
951,952,333,16:34:17,23:34:17,2024-06-21
952,953,58,18:52:14,21:52:14,2024-01-17
953,954,357,21:05:36,23:59:59,2023-09-04
954,955,483,10:34:56,11:34:56,2023-08-29
955,956,54,01:06:52,04:06:52,2024-02-08
956,957,467,10:53:03,17:53:03,2023-09-30
957,958,411,02:31:23,10:31:23,2024-02-13
958,959,93,08:45:23,16:45:23,2023-10-21
959,960,399,02:38:21,09:38:21,2023-09-09
960,961,314,12:41:24,18:41:24,2024-05-28
961,962,442,15:48:04,16:48:04,2024-02-10
962,963,248,22:24:22,23:59:59,2023-08-28
963,964,58,22:35:36,23:59:59,2024-05-28
964,965,226,00:54:11,07:54:11,2023-12-29
965,966,33,21:57:49,22:57:49,2024-05-05
966,967,336,17:35:15,22:35:15,2023-08-23
967,968,7,05:06:16,11:06:16,2023-08-30
968,969,490,09:46:47,13:46:47,2024-07-14
969,970,266,20:52:06,23:59:59,2024-07-13
970,971,222,03:34:53,05:34:53,2024-01-03
971,972,247,07:33:08,11:33:08,2024-05-13
972,973,340,00:37:56,06:37:56,2024-03-30
973,974,77,13:29:11,20:29:11,2024-08-04
974,975,6,02:48:58,03:48:58,2024-06-20
975,976,259,06:46:48,09:46:48,2023-12-22
976,977,437,22:36:39,23:59:59,2024-04-05
977,978,446,08:47:49,16:47:49,2024-04-02
978,979,39,05:22:49,08:22:49,2023-10-11
979,980,165,05:44:02,13:44:02,2024-02-16
980,981,170,06:22:48,10:22:48,2023-10-27
981,982,26,01:47:05,06:47:05,2023-08-15
982,983,282,13:08:04,17:08:04,2024-04-09
983,984,207,18:48:58,23:59:59,2024-02-17
984,985,41,06:08:59,10:08:59,2023-11-05
985,986,228,05:07:11,13:07:11,2023-11-15
986,987,46,09:25:58,17:25:58,2024-04-28
987,988,229,15:56:21,23:56:21,2024-05-29
988,989,61,05:29:40,11:29:40,2024-05-13
989,990,382,18:17:46,23:59:59,2023-08-12
990,991,53,14:11:50,15:11:50,2023-09-12
991,992,212,05:12:07,12:12:07,2024-03-12
992,993,286,04:00:41,05:00:41,2023-08-24
993,994,423,06:54:31,07:54:31,2024-01-01
994,995,406,20:31:00,22:31:00,2023-10-25
995,996,456,21:26:02,23:59:59,2023-08-27
996,997,336,17:40:48,21:40:48,2023-11-20
997,998,487,16:55:46,23:59:59,2024-04-30
998,999,187,21:37:15,23:59:59,2024-03-12
999,1000,419,21:46:37,22:46:37,2023-12-02
